OrderDate,Month,Year,ProductName,SubcategoryName,CategoryName,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice,Prefix,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,HomeOwner,Occupation,Region,Country,Continent,OrderQuantity,OrderQuantity_MA3,OrderQuantity_MA6,OrderQuantity_pct_change
2017-06-10,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,MADISON,PERRY,72,M,F,20000.0,4,High School,N,Skilled Manual,Australia,Australia,Pacific,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MR.,MANUEL,MEHTA,39,S,M,30000.0,0,High School,N,Manual,Germany,Germany,Europe,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,MANUEL,MEHTA,39,S,M,30000.0,0,High School,N,Manual,Germany,Germany,Europe,2,2.0,1.6666666666666667,0.0
2017-06-10,6,2017,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,U,9.7136,23.5481,MS.,MELANIE,HENDERSON,50,S,F,60000.0,0,Graduate Degree,N,Professional,Northwest,United States,North America,2,2.0,1.6666666666666667,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,MANUEL,MEHTA,39,S,M,30000.0,0,High School,N,Manual,Germany,Germany,Europe,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MR.,MARCUS,ANDERSON,55,M,M,70000.0,1,Partial College,Y,Skilled Manual,Northwest,United States,North America,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-10,6,2017,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,605.6492,1000.4375,MS.,MELANIE,HENDERSON,50,S,F,60000.0,0,Graduate Degree,N,Professional,Northwest,United States,North America,1,1.3333333333333333,1.6666666666666667,-0.5
2017-06-10,6,2017,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Yellow,M,U,41.5723,53.99,MS.,MELANIE,HENDERSON,50,S,F,60000.0,0,Graduate Degree,N,Professional,Northwest,United States,North America,1,1.3333333333333333,1.5,0.0
2017-06-10,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,MELISSA,BENNETT,37,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Silver,70,0,20.5663,54.99,MS.,MELISSA,BENNETT,37,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,MICHELE,SAI,70,S,F,110000.0,4,Partial High School,Y,Professional,Germany,Germany,Europe,2,1.6666666666666667,1.5,1.0
2017-06-10,6,2017,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,U,1105.81,2049.0982,MRS.,MICHELE,SAI,70,S,F,110000.0,4,Partial High School,Y,Professional,Germany,Germany,Europe,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-10,6,2017,LL Road Tire,Tires and Tubes,Accessories,Black,0,0,8.0373,21.49,MR.,MANUEL,MEHTA,39,S,M,30000.0,0,High School,N,Manual,Germany,Germany,Europe,2,1.6666666666666667,1.5,1.0
2017-06-10,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MRS.,LEAH,ZENG,77,S,F,60000.0,3,Graduate Degree,N,Management,Northwest,United States,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-10,6,2017,"Touring-3000 Blue, 58",Touring Bikes,Bikes,Blue,58,U,461.4448,742.35,MS.,KRISTI,CARLSON,49,M,F,40000.0,0,Graduate Degree,Y,Clerical,Germany,Germany,Europe,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,LACEY,ZHAO,56,S,F,60000.0,1,Partial College,Y,Skilled Manual,Australia,Australia,Pacific,1,1.3333333333333333,1.5,0.0
2017-06-10,6,2017,LL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,9.3463,24.99,MRS.,KELLI,ZHANG,62,S,F,80000.0,2,Partial High School,Y,Skilled Manual,Southwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MRS.,MICHELE,SAI,70,S,F,110000.0,4,Partial High School,Y,Professional,Germany,Germany,Europe,1,1.3333333333333333,1.5,-0.5
2017-06-10,6,2017,Bike Wash - Dissolver,Cleaners,Accessories,Multi,0,0,2.9733,7.95,MR.,KENNETH,NARA,71,M,M,80000.0,5,Partial College,N,Professional,France,France,Europe,3,2.0,1.6666666666666667,2.0
2017-06-10,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,KENNETH,NARA,71,M,M,80000.0,5,Partial College,N,Professional,France,France,Europe,2,2.0,1.6666666666666667,-0.33333333333333337
2017-06-10,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,KENNETH,NARA,71,M,M,80000.0,5,Partial College,N,Professional,France,France,Europe,2,2.3333333333333335,1.8333333333333333,0.0
2017-06-10,6,2017,HL Road Tire,Tires and Tubes,Accessories,Black,0,0,12.1924,32.6,MR.,KENNETH,NARA,71,M,M,80000.0,5,Partial College,N,Professional,France,France,Europe,1,1.6666666666666667,1.8333333333333333,-0.5
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MR.,KEVIN,ROSS,71,M,M,60000.0,4,Bachelors,Y,Management,Southwest,United States,North America,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-10,6,2017,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,Multi,S,U,31.7244,48.0673,MR.,KEVIN,ROSS,71,M,M,60000.0,4,Bachelors,Y,Management,Southwest,United States,North America,1,1.3333333333333333,1.8333333333333333,-0.5
2017-06-10,6,2017,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,W,26.1763,69.99,MR.,KEVIN,ROSS,71,M,M,60000.0,4,Bachelors,Y,Management,Southwest,United States,North America,1,1.3333333333333333,1.5,0.0
2017-06-10,6,2017,"Racing Socks, M",Socks,Clothing,White,M,U,3.3623,8.99,MS.,KRISTI,CARLSON,49,M,F,40000.0,0,Graduate Degree,Y,Clerical,Germany,Germany,Europe,1,1.0,1.3333333333333333,0.0
2017-06-10,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MS.,KRISTIN,SHE,45,M,F,80000.0,0,Bachelors,N,Professional,Australia,Australia,Pacific,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-10,6,2017,"Classic Vest, L",Vests,Clothing,Blue,L,U,23.749,63.5,MS.,KRISTIN,SHE,45,M,F,80000.0,0,Bachelors,N,Professional,Australia,Australia,Pacific,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-10,6,2017,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,U,9.7136,23.5481,MRS.,LACEY,ZHAO,56,S,F,60000.0,1,Partial College,Y,Skilled Manual,Australia,Australia,Pacific,2,1.6666666666666667,1.3333333333333333,1.0
2017-06-10,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MRS.,LACEY,ZHAO,56,S,F,60000.0,1,Partial College,Y,Skilled Manual,Australia,Australia,Pacific,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,W,605.6492,1000.4375,MRS.,LACEY,ZHAO,56,S,F,60000.0,1,Partial College,Y,Skilled Manual,Australia,Australia,Pacific,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,LEAH,ZENG,77,S,F,60000.0,3,Graduate Degree,N,Management,Northwest,United States,North America,3,2.0,1.8333333333333333,2.0
2017-06-10,6,2017,"Women's Mountain Shorts, M",Shorts,Clothing,Black,M,W,26.1763,69.99,MRS.,MORGAN,JACKSON,67,M,F,70000.0,4,Partial College,Y,Professional,Southwest,United States,North America,1,1.6666666666666667,1.6666666666666667,-0.6666666666666667
2017-06-10,6,2017,"Touring-2000 Blue, 46",Touring Bikes,Bikes,Blue,46,U,755.1508,1214.85,MRS.,SARA,MORGAN,83,S,F,50000.0,1,Graduate Degree,Y,Management,Australia,Australia,Pacific,1,1.6666666666666667,1.6666666666666667,0.0
2017-06-10,6,2017,"Touring-3000 Blue, 54",Touring Bikes,Bikes,Blue,54,U,461.4448,742.35,MRS.,MORGAN,RICHARDSON,59,S,F,60000.0,1,Bachelors,Y,Professional,Southwest,United States,North America,1,1.0,1.5,0.0
2017-06-10,6,2017,"Racing Socks, L",Socks,Clothing,White,L,U,3.3623,8.99,MS.,TAMARA,ANDERSEN,51,M,F,40000.0,0,Bachelors,Y,Professional,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,"Touring-1000 Blue, 60",Touring Bikes,Bikes,Blue,60,U,1481.9379,2384.07,MS.,TAMARA,ANDERSEN,51,M,F,40000.0,0,Bachelors,Y,Professional,United Kingdom,United Kingdom,Europe,1,1.3333333333333333,1.5,-0.5
2017-06-10,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MRS.,TAYLOR,JONES,57,S,F,170000.0,1,Bachelors,N,Management,Southwest,United States,North America,2,1.6666666666666667,1.3333333333333333,1.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MRS.,TAYLOR,JONES,57,S,F,170000.0,1,Bachelors,N,Management,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-10,6,2017,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,U,1105.81,2049.0982,MRS.,TAYLOR,JONES,57,S,F,170000.0,1,Bachelors,N,Management,Southwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MR.,WAYNE,JAI,62,M,M,90000.0,2,High School,Y,Professional,France,France,Europe,1,1.0,1.3333333333333333,0.0
2017-06-10,6,2017,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,U,1117.8559,2071.4196,MR.,WAYNE,JAI,62,M,M,90000.0,2,High School,Y,Professional,France,France,Europe,1,1.0,1.1666666666666667,0.0
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,WYATT,MITCHELL,55,M,M,60000.0,1,Bachelors,Y,Professional,Australia,Australia,Pacific,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-10,6,2017,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,U,1105.81,2049.0982,MR.,WYATT,MITCHELL,55,M,M,60000.0,1,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.3333333333333333,1.1666666666666667,-0.5
2017-06-10,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MR.,WYATT,MITCHELL,55,M,M,60000.0,1,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.3333333333333333,1.1666666666666667,0.0
2017-06-10,6,2017,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,U,9.7136,23.5481,MR.,XAVIER,THOMPSON,43,S,M,30000.0,0,High School,Y,Professional,Canada,Canada,North America,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,XAVIER,THOMPSON,43,S,M,30000.0,0,High School,Y,Professional,Canada,Canada,North America,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,XAVIER,THOMPSON,43,S,M,30000.0,0,High School,Y,Professional,Canada,Canada,North America,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MR.,XAVIER,THOMPSON,43,S,M,30000.0,0,High School,Y,Professional,Canada,Canada,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-10,6,2017,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Blue,50,U,755.1508,1214.85,MS.,KAYLA,HAYES,45,S,F,50000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-10,6,2017,"Road-350-W Yellow, 44",Road Bikes,Bikes,Yellow,44,W,1082.51,1700.99,MR.,SETH,BROWN,64,M,M,30000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Red",Helmets,Accessories,Red,0,0,13.0863,34.99,MR.,SETH,BROWN,64,M,M,30000.0,1,Bachelors,Y,Skilled Manual,Southwest,United States,North America,1,1.0,1.1666666666666667,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MRS.,SARA,MORGAN,83,S,F,50000.0,1,Graduate Degree,Y,Management,Australia,Australia,Pacific,1,1.0,1.0,0.0
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,RYAN,GRIFFIN,80,M,M,130000.0,2,Graduate Degree,Y,Management,Southwest,United States,North America,3,1.6666666666666667,1.3333333333333333,2.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MRS.,PATRICIA,VANCE,68,M,F,70000.0,5,Partial High School,N,Skilled Manual,France,France,Europe,1,1.6666666666666667,1.3333333333333333,-0.6666666666666667
2017-06-10,6,2017,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,U,1105.81,2049.0982,MRS.,PATRICIA,VANCE,68,M,F,70000.0,5,Partial High School,N,Skilled Manual,France,France,Europe,1,1.6666666666666667,1.3333333333333333,0.0
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,PATRICK,PETERSON,42,S,M,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Yellow,XL,U,41.5723,53.99,MR.,PATRICK,PETERSON,42,S,M,40000.0,0,High School,Y,Skilled Manual,Southwest,United States,North America,1,1.3333333333333333,1.5,-0.5
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,RENEE,DOMINGUEZ,51,M,F,40000.0,0,Bachelors,Y,Professional,Germany,Germany,Europe,3,2.0,1.8333333333333333,2.0
2017-06-10,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MS.,RENEE,DOMINGUEZ,51,M,F,40000.0,0,Bachelors,Y,Professional,Germany,Germany,Europe,2,2.0,1.6666666666666667,-0.33333333333333337
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MS.,RENEE,DOMINGUEZ,51,M,F,40000.0,0,Bachelors,Y,Professional,Germany,Germany,Europe,1,2.0,1.6666666666666667,-0.5
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MRS.,MORGAN,RICHARDSON,59,S,F,60000.0,1,Bachelors,Y,Professional,Southwest,United States,North America,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-10,6,2017,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,U,1117.8559,2071.4196,MS.,RENEE,DOMINGUEZ,51,M,F,40000.0,0,Bachelors,Y,Professional,Germany,Germany,Europe,1,1.3333333333333333,1.6666666666666667,-0.5
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MR.,ROBERT,WRIGHT,71,M,M,70000.0,4,Bachelors,Y,Management,Canada,Canada,North America,2,1.6666666666666667,1.8333333333333333,1.0
2017-06-10,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MR.,ROBERT,WRIGHT,71,M,M,70000.0,4,Bachelors,Y,Management,Canada,Canada,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MR.,ROBERT,WRIGHT,71,M,M,70000.0,4,Bachelors,Y,Management,Canada,Canada,North America,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,"Touring-1000 Blue, 54",Touring Bikes,Bikes,Blue,54,U,1481.9379,2384.07,MR.,ROBERT,WRIGHT,71,M,M,70000.0,4,Bachelors,Y,Management,Canada,Canada,North America,1,1.3333333333333333,1.5,0.0
2017-06-10,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MR.,ROGER,SHARMA,50,M,M,40000.0,0,Bachelors,Y,Clerical,Germany,Germany,Europe,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,U,1117.8559,2071.4196,MR.,ROGER,SHARMA,50,M,M,40000.0,0,Bachelors,Y,Clerical,Germany,Germany,Europe,1,1.3333333333333333,1.5,-0.5
2017-06-10,6,2017,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Yellow,M,U,41.5723,53.99,MR.,ROGER,SHARMA,50,M,M,40000.0,0,Bachelors,Y,Clerical,Germany,Germany,Europe,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-10,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MS.,RENEE,DOMINGUEZ,51,M,F,40000.0,0,Bachelors,Y,Professional,Germany,Germany,Europe,1,1.0,1.1666666666666667,0.0
2017-06-10,6,2017,Road Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.3623,8.99,MS.,KAYLA,HAYES,45,S,F,50000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,1.3333333333333333,1.3333333333333333,1.0
2017-06-10,6,2017,LL Road Tire,Tires and Tubes,Accessories,Black,0,0,8.0373,21.49,MS.,KRISTIN,SHE,45,M,F,80000.0,0,Bachelors,N,Professional,Australia,Australia,Pacific,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MS.,KAYLA,HAYES,45,S,F,50000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,2.0,1.5,0.0
2017-06-10,6,2017,Road Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.4923,3.99,MR.,BRIAN,SANCHEZ,54,M,M,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,2,2.0,1.6666666666666667,0.0
2017-06-10,6,2017,"Road-250 Black, 48",Road Bikes,Bikes,Black,48,U,1320.6838,2181.5625,MR.,BRIAN,SANCHEZ,54,M,M,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,1,1.6666666666666667,1.6666666666666667,-0.5
2017-06-10,6,2017,HL Road Tire,Tires and Tubes,Accessories,Black,0,0,12.1924,32.6,MR.,BRIAN,SANCHEZ,54,M,M,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,1,1.3333333333333333,1.6666666666666667,0.0
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MRS.,CAITLIN,JAMES,50,S,F,50000.0,2,Bachelors,Y,Skilled Manual,Northwest,United States,North America,2,1.3333333333333333,1.6666666666666667,1.0
2017-06-10,6,2017,ML Mountain Tire,Tires and Tubes,Accessories,Black,0,0,11.2163,29.99,MRS.,CAITLIN,JAMES,50,S,F,50000.0,2,Bachelors,Y,Skilled Manual,Northwest,United States,North America,2,1.6666666666666667,1.6666666666666667,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MRS.,CAITLIN,JAMES,50,S,F,50000.0,2,Bachelors,Y,Skilled Manual,Northwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,Silver,38,W,419.7784,769.49,MRS.,CAITLIN,JAMES,50,S,F,50000.0,2,Bachelors,Y,Skilled Manual,Northwest,United States,North America,1,1.3333333333333333,1.3333333333333333,0.0
2017-06-10,6,2017,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,U,1105.81,2049.0982,MR.,CHARLES,THOMPSON,63,M,M,40000.0,1,Partial College,Y,Clerical,Southwest,United States,North America,1,1.0,1.3333333333333333,0.0
2017-06-10,6,2017,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,U,9.7136,23.5481,MS.,CHLOE,TAYLOR,42,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MS.,CHLOE,TAYLOR,42,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MS.,CHLOE,TAYLOR,42,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,2,2.0,1.5,0.0
2017-06-10,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MS.,CHLOE,TAYLOR,42,M,F,40000.0,0,High School,Y,Skilled Manual,Northwest,United States,North America,1,1.6666666666666667,1.5,-0.5
2017-06-10,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,DENNIS,WU,87,M,M,50000.0,1,Graduate Degree,Y,Skilled Manual,Southwest,United States,North America,2,1.6666666666666667,1.6666666666666667,1.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MS.,DIANA,ALVAREZ,45,S,F,110000.0,0,High School,Y,Management,Australia,Australia,Pacific,1,1.3333333333333333,1.6666666666666667,-0.5
2017-06-10,6,2017,"Touring-1000 Blue, 50",Touring Bikes,Bikes,Blue,50,U,1481.9379,2384.07,MS.,DIANA,ALVAREZ,45,S,F,110000.0,0,High School,Y,Management,Australia,Australia,Pacific,1,1.3333333333333333,1.5,0.0
2017-06-10,6,2017,Bike Wash - Dissolver,Cleaners,Accessories,Multi,0,0,2.9733,7.95,MR.,BRIAN,SANCHEZ,54,M,M,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,DWAYNE,ALVAREZ,62,M,M,90000.0,2,High School,N,Professional,France,France,Europe,2,1.6666666666666667,1.5,0.0
2017-06-10,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MR.,BRIAN,SANCHEZ,54,M,M,40000.0,1,Bachelors,Y,Skilled Manual,United Kingdom,United Kingdom,Europe,2,2.0,1.6666666666666667,0.0
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,BIANCA,CHEN,41,S,F,70000.0,0,Bachelors,Y,Professional,Australia,Australia,Pacific,2,2.0,1.6666666666666667,0.0
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MS.,KAYLA,HAYES,45,S,F,50000.0,0,Graduate Degree,Y,Skilled Manual,Northwest,United States,North America,2,2.0,1.8333333333333333,0.0
2017-06-10,6,2017,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Multi,0,0,1.8663,4.99,MRS.,ALEXANDRA,JONES,58,M,F,70000.0,5,Graduate Degree,Y,Professional,Canada,Canada,North America,3,2.3333333333333335,2.1666666666666665,0.5
2017-06-10,6,2017,Fender Set - Mountain,Fenders,Accessories,Black,0,0,8.2205,21.98,MRS.,ALEXANDRA,JONES,58,M,F,70000.0,5,Graduate Degree,Y,Professional,Canada,Canada,North America,3,2.6666666666666665,2.3333333333333335,0.0
2017-06-10,6,2017,AWC Logo Cap,Caps,Clothing,Multi,0,U,5.7052,8.6442,MRS.,ALEXANDRA,JONES,58,M,F,70000.0,5,Graduate Degree,Y,Professional,Canada,Canada,North America,2,2.6666666666666665,2.3333333333333335,-0.33333333333333337
2017-06-10,6,2017,Mountain Bottle Cage,Bottles and Cages,Accessories,Black,0,0,3.7363,9.99,MRS.,ALEXANDRA,JONES,58,M,F,70000.0,5,Graduate Degree,Y,Professional,Canada,Canada,North America,2,2.3333333333333335,2.3333333333333335,0.0
2017-06-10,6,2017,Patch Kit/8 Patches,Tires and Tubes,Accessories,Black,0,0,0.8565,2.29,MRS.,ALEXIS,HENDERSON,64,S,F,70000.0,3,Graduate Degree,Y,Management,Northwest,United States,North America,2,2.0,2.3333333333333335,0.0
2017-06-10,6,2017,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,U,1105.81,2049.0982,MRS.,ALEXIS,HENDERSON,64,S,F,70000.0,3,Graduate Degree,Y,Management,Northwest,United States,North America,1,1.6666666666666667,2.1666666666666665,-0.5
2017-06-10,6,2017,HL Mountain Tire,Tires and Tubes,Accessories,Black,0,0,13.09,35.0,MRS.,ALEXIS,HENDERSON,64,S,F,70000.0,3,Graduate Degree,Y,Management,Northwest,United States,North America,1,1.3333333333333333,1.8333333333333333,0.0
2017-06-10,6,2017,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,W,26.1763,69.99,MR.,ALVIN,YE,49,M,M,60000.0,2,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.0,1.5,0.0
2017-06-10,6,2017,Touring Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MS.,AMANDA,HUGHES,38,M,F,30000.0,0,Partial College,N,Clerical,United Kingdom,United Kingdom,Europe,2,1.3333333333333333,1.5,1.0
2017-06-10,6,2017,"Sport-100 Helmet, Blue",Helmets,Accessories,Blue,0,0,12.0278,33.6442,MS.,AMANDA,HUGHES,38,M,F,30000.0,0,Partial College,N,Clerical,United Kingdom,United Kingdom,Europe,1,1.3333333333333333,1.3333333333333333,-0.5
2017-06-10,6,2017,Mountain Tire Tube,Tires and Tubes,Accessories,Black,0,0,1.8663,4.99,MR.,ANDRES,LAL,44,S,M,150000.0,5,Bachelors,Y,Professional,Australia,Australia,Pacific,3,2.0,1.5,2.0
2017-06-10,6,2017,"Sport-100 Helmet, Black",Helmets,Accessories,Black,0,0,12.0278,33.6442,MR.,ANDRES,LAL,44,S,M,150000.0,5,Bachelors,Y,Professional,Australia,Australia,Pacific,1,1.6666666666666667,1.5,-0.6666666666666667
